   8.8756100000000008E-003   8073048590546380.0     
   8.8756100000000008E-003   8229460340834667.0     
   8.8756100000000008E-003   8382136826059665.0     
   8.8756100000000008E-003   8531286807132084.0     
   8.8756100000000008E-003   8677073323061492.0     
   8.8756000000000008E-003   8819670217487914.0     
   8.8756000000000008E-003   8959219973796937.0     
   8.8756000000000008E-003   9095878937928720.0     
   8.8756000000000008E-003   9229761311395778.0     
   8.8756000000000008E-003   9360995986161424.0     
   8.8756000000000008E-003   9489695111348914.0     
   8.8756000000000008E-003   9615964643841450.0     
   8.8756000000000008E-003   9739903923607968.0     
   8.8756000000000008E-003   9861596489327240.0     
   8.8756000000000008E-003   9981140019905944.0     
   8.8756000000000008E-003   10098616902598170.     
   8.8756000000000008E-003   10214104977876984.     
   8.8756000000000008E-003   10327667698066496.     
   8.8756000000000008E-003   10439372931818464.     
   8.8756000000000008E-003   10549304768280856.     
   8.8756000000000008E-003   10684309432093410.     
   8.8756000000000008E-003   10842902722130408.     
   8.8756000000000008E-003   10997962752477306.     
   8.8756000000000008E-003   11149648352603438.     
   8.8756000000000008E-003   11273606858654566.     
   8.8756000000000008E-003   11371228879720302.     
   8.8756000000000008E-003   11515203796199094.     
   8.8755899999999992E-003   11679608721250170.     
   8.8755899999999992E-003   11817594626520598.     
   8.8755899999999992E-003   11953031336012556.     
   8.8755899999999992E-003   12086003169167858.     
   8.8755899999999992E-003   12195009772403122.     
   8.8755899999999992E-003   12281072260483210.     
   8.8755899999999992E-003   12408321598261202.     
   8.8755899999999992E-003   12574702535675366.     
   8.8755899999999992E-003   12697107746938014.     
   8.8755899999999992E-003   12777633181584342.     
   8.8755899999999992E-003   12896828860413670.     
   8.8755899999999992E-003   13052921788153940.     
   8.8755899999999992E-003   13205885605742058.     
   8.8755899999999992E-003   13355885131345200.     
   8.8755899999999992E-003   13503025113670806.     
   8.8755899999999992E-003   13647457980929166.     
   8.8755899999999992E-003   13789271816684194.     
   8.8755899999999992E-003   13928604641974524.     
   8.8755899999999992E-003   14065528662030760.     
   8.8755899999999992E-003   14200152506882938.     
   8.8755799999999992E-003   14354427953016450.     
   8.8755799999999992E-003   14527206194715624.     
   8.8755799999999992E-003   14696421455458664.     
   8.8755799999999992E-003   14862227294416200.     
   8.8755799999999992E-003   15024763155208846.     
   8.8755799999999992E-003   15184189096050614.     
   8.8755799999999992E-003   15340639044843146.     
   8.8755799999999992E-003   15494239419745992.     
   8.8755799999999992E-003   15663767236532756.     
   8.8755799999999992E-003   15848245489507546.     
   8.8755799999999992E-003   16028821342971964.     
   8.8755799999999992E-003   16205673632450538.     
   8.8755799999999992E-003   16378964270465594.     
   8.8755799999999992E-003   16548823838927992.     
   8.8755699999999993E-003   16715423621637314.     
   8.8755699999999993E-003   16878852549480174.     
   8.8755699999999993E-003   17039227310472980.     
   8.8755699999999993E-003   17196657280686914.     
   8.8755699999999993E-003   17351265038011606.     
   8.8755699999999993E-003   17503126959273054.     
   8.8755699999999993E-003   17652315221542210.     
   8.8755699999999993E-003   17798956669823034.     
   8.8755699999999993E-003   18014289102065318.     
   8.8755699999999993E-003   18258643090079436.     
   8.8755699999999993E-003   18462589992549432.     
   8.8755599999999994E-003   18661619392495160.     
   8.8755599999999994E-003   18807748338949984.     
   8.8755599999999994E-003   18903761680096048.     
   8.8755599999999994E-003   19045686615317612.     
   8.8755599999999994E-003   19231058066490268.     
   8.8755599999999994E-003   19501349629441868.     
   8.8755599999999994E-003   19762015564528120.     
   8.8755599999999994E-003   19931009875730676.     
   8.8755599999999994E-003   20096166798815496.     
   8.8755599999999994E-003   20257568706576864.     
   8.8755599999999994E-003   20415245249745696.     
   8.8755499999999994E-003   20569285121405248.     
   8.8755499999999994E-003   20719702334467852.     
   8.8755499999999994E-003   20866525331570896.     
   8.8755499999999994E-003   21033413522954880.     
   8.8755499999999994E-003   21218073241575964.     
   8.8755499999999994E-003   21483990599460744.     
   8.8755499999999994E-003   21733202524626648.     
   8.8755499999999994E-003   21891667913810284.     
   8.8755499999999994E-003   22043072242983388.     
   8.8755399999999995E-003   22190625519319764.     
   8.8755399999999995E-003   22353695228921876.     
   8.8755399999999995E-003   22531603946993364.     
   8.8755399999999995E-003   22706145428229224.     
   8.8755399999999995E-003   22877480251716948.     
   8.8755399999999995E-003   23045786109400840.     
   8.8755399999999995E-003   23211201009553108.     
   8.8755399999999995E-003   23453871985981420.     
   8.8755299999999995E-003   23707155130914352.     
   8.8755299999999995E-003   23892943003350504.     
   8.8755299999999995E-003   24075521058389464.     
   8.8755299999999995E-003   24255076413062284.     
   8.8755299999999995E-003   24431805050306348.     
   8.8755299999999995E-003   24605813725390404.     
   8.8755199999999996E-003   24777244252198264.     
   8.8755199999999996E-003   24946224162710648.     
   8.8755199999999996E-003   25112872083415500.     
   8.8755199999999996E-003   25277272671662592.     
   8.8755199999999996E-003   25439549973798296.     
   8.8755199999999996E-003   25599772230146792.     
   8.8755199999999996E-003   25836135702144796.     
   8.8755099999999996E-003   26145314211292664.     
   8.8755099999999996E-003   26447636978069576.     
   8.8755099999999996E-003   26743548810957428.     
   8.8755099999999996E-003   27033399743490404.     
   8.8754999999999997E-003   27317591017605296.     
   8.8754999999999997E-003   27596405479284104.     
   8.8754999999999997E-003   27870113734668752.     
   8.8754999999999997E-003   28139001125792620.     
   8.8754899999999998E-003   28403321725934780.     
   8.8754899999999998E-003   28663245918775676.     
   8.8754899999999998E-003   28918995819869184.     
   8.8754899999999998E-003   29170774035357500.     
   8.8754799999999998E-003   29418712673795812.     
   8.8754799999999998E-003   29662978183683084.     
   8.8754799999999998E-003   29903696541193340.     
   8.8754799999999998E-003   30257977062195116.     
   8.8754699999999999E-003   30719803508282680.     
   8.8754699999999999E-003   31058684730417852.     
   8.8754699999999999E-003   31280748406450844.     
   8.8754699999999999E-003   31500058139192856.     
   8.8754599999999999E-003   31716659084633124.     
