0.00000076,1.00000000,1.00000000
0.00000077,1.00000000,1.00000000
0.00000078,1.00000000,1.00000000
0.00000078,1.00000000,1.00000000
0.00000078,1.00000000,1.00000000
0.00000079,1.00000000,1.00000000
0.00000079,1.00000000,1.00000000
0.00000079,1.00000000,1.00000000
0.00000079,1.00000000,1.00000000
0.00000079,1.00000000,1.00000000
0.00000079,1.00000000,1.00000000
0.00000079,1.00000000,1.00000000
0.00000079,1.00000000,1.00000000
0.00000080,1.00000000,1.00000000
0.00000080,1.00000000,1.00000000
0.00000080,1.00000000,1.00000000
0.00000080,1.00000000,1.00000000
0.00000080,1.00000000,1.00000000
0.00000080,1.00000000,1.00000000
0.00000080,1.00000000,1.00000000
0.00000080,1.00000000,1.00000000
0.00000080,1.00000000,1.00000000
0.00000080,1.00000000,1.00000000
0.00000080,1.00000000,1.00000000
0.00000080,1.00000000,1.00000000
0.00000079,1.00000000,1.00000000
0.00000079,1.00000000,1.00000000
0.00000079,1.00000000,1.00000000
0.00000079,1.00000000,1.00000000
0.00000079,1.00000000,1.00000000
0.00000079,1.00000000,1.00000000
0.00000079,1.00000000,1.00000000
0.00000079,1.00000000,1.00000000
0.00000079,1.00000000,1.00000000
0.00000079,1.00000000,1.00000000
0.00000079,1.00000000,1.00000000
0.00000079,1.00000000,1.00000000
0.00000079,1.00000000,1.00000000
0.00000079,1.00000000,1.00000000
0.00000079,1.00000000,1.00000000
0.00000079,1.00000000,1.00000000
0.00000079,1.00000000,1.00000000
0.00000078,1.00000000,1.00000000
0.00000078,1.00000000,1.00000000
0.00000078,1.00000000,1.00000000
0.00000078,1.00000000,1.00000000
0.00000078,1.00000000,1.00000000
0.00000078,1.00000000,1.00000000
0.00000078,1.00000000,1.00000000
0.00000078,1.00000000,1.00000000
0.00000078,1.00000000,1.00000000
0.00000078,1.00000000,1.00000000
0.00000077,1.00000000,1.00000000
0.00000077,1.00000000,1.00000000
0.00000077,1.00000000,1.00000000
0.00000077,1.00000000,1.00000000
0.00000077,1.00000000,1.00000000
0.00000077,1.00000000,1.00000000
0.00000077,1.00000000,1.00000000
0.00000076,1.00000000,1.00000000
0.00000076,1.00000000,1.00000000
0.00000076,1.00000000,1.00000000
0.00000076,1.00000000,1.00000000
0.00000076,1.00000000,1.00000000
0.00000075,1.00000000,1.00000000
0.00000075,1.00000000,1.00000000
0.00000075,1.00000000,1.00000000
0.00000075,1.00000000,1.00000000
0.00000074,1.00000000,1.00000000
0.00000074,1.00000000,1.00000000
0.00000074,1.00000000,1.00000000
0.00000073,1.00000000,1.00000000
0.00000073,1.00000000,1.00000000
0.00000073,1.00000000,1.00000000
0.00000072,1.00000000,1.00000000
0.00000072,1.00000000,1.00000000
0.00000071,1.00000000,1.00000000
0.00000071,1.00000000,1.00000000
0.00000071,1.00000000,1.00000000
0.00000070,1.00000000,1.00000000
0.00000070,1.00000000,1.00000000
0.00000070,1.00000000,1.00000000
0.00000069,1.00000000,1.00000000
0.00000069,1.00000000,1.00000000
0.00000068,1.00000000,1.00000000
0.00000068,1.00000000,1.00000000
